implementation	mode	scenario	repetition	window	wall_seconds	user_ticks	system_ticks	child_user_ticks	child_system_ticks	rss_peak_kib	voluntary_context_switches	involuntary_context_switches	child_exec_attempts	successful_child_execs	child_exits_zero	publication_writes	publication_bytes	publication_method
candidate	cpu0	main	1	steady	8.020000	1	0	NA:untraced_resource_run	NA:untraced_resource_run	9672	0	0	NA:untraced_resource_run	NA:untraced_resource_run	NA:untraced_resource_run	8	64736	bounded-stat-poll-0.1s
candidate	cpu0	main	2	startup	0.140000	0	0	NA:untraced_resource_run	NA:untraced_resource_run	9788	2	2	NA:untraced_resource_run	NA:untraced_resource_run	NA:untraced_resource_run	1	8769	bounded-stat-poll-0.1s
candidate	cpu0	main	2	setup	0.010000	0	0	NA:untraced_resource_run	NA:untraced_resource_run	0	0	0	NA:untraced_resource_run	NA:untraced_resource_run	NA:untraced_resource_run	0	0	bounded-stat-poll-0.1s
candidate	cpu0	main	2	steady	8.020000	1	0	NA:untraced_resource_run	NA:untraced_resource_run	9788	0	0	NA:untraced_resource_run	NA:untraced_resource_run	NA:untraced_resource_run	8	64756	bounded-stat-poll-0.1s
candidate	cpu0	main	3	startup	0.170000	0	0	NA:untraced_resource_run	NA:untraced_resource_run	9740	2	1	NA:untraced_resource_run	NA:untraced_resource_run	NA:untraced_resource_run	2	13988	bounded-stat-poll-0.1s
candidate	cpu0	main	3	setup	0.010000	0	0	NA:untraced_resource_run	NA:untraced_resource_run	0	0	0	NA:untraced_resource_run	NA:untraced_resource_run	NA:untraced_resource_run	0	0	bounded-stat-poll-0.1s
candidate	cpu0	main	3	steady	8.010000	1	1	NA:untraced_resource_run	NA:untraced_resource_run	9740	0	0	NA:untraced_resource_run	NA:untraced_resource_run	NA:untraced_resource_run	9	65276	bounded-stat-poll-0.1s
candidate	cpu0	graphs	1	startup	0.140000	1	0	NA:untraced_resource_run	NA:untraced_resource_run	9712	2	4	NA:untraced_resource_run	NA:untraced_resource_run	NA:untraced_resource_run	1	8769	bounded-stat-poll-0.1s
candidate	cpu0	graphs	1	setup	0.070000	0	0	NA:untraced_resource_run	NA:untraced_resource_run	10212	0	0	NA:untraced_resource_run	NA:untraced_resource_run	NA:untraced_resource_run	2	10949	bounded-stat-poll-0.1s
candidate	cpu0	graphs	1	steady	8.020000	2	0	NA:untraced_resource_run	NA:untraced_resource_run	10420	0	0	NA:untraced_resource_run	NA:untraced_resource_run	NA:untraced_resource_run	8	58002	bounded-stat-poll-0.1s
candidate	cpu0	graphs	2	startup	0.130000	0	0	NA:untraced_resource_run	NA:untraced_resource_run	9672	2	1	NA:untraced_resource_run	NA:untraced_resource_run	NA:untraced_resource_run	1	8769	bounded-stat-poll-0.1s
candidate	cpu0	graphs	2	setup	0.070000	0	0	NA:untraced_resource_run	NA:untraced_resource_run	9916	0	0	NA:untraced_resource_run	NA:untraced_resource_run	NA:untraced_resource_run	2	10949	bounded-stat-poll-0.1s
candidate	cpu0	graphs	2	steady	8.020000	3	1	NA:untraced_resource_run	NA:untraced_resource_run	10936	0	0	NA:untraced_resource_run	NA:untraced_resource_run	NA:untraced_resource_run	6	50085	bounded-stat-poll-0.1s
candidate	cpu0	graphs	3	startup	0.170000	0	0	NA:untraced_resource_run	NA:untraced_resource_run	9868	2	2	NA:untraced_resource_run	NA:untraced_resource_run	NA:untraced_resource_run	2	13988	bounded-stat-poll-0.1s
candidate	cpu0	graphs	3	setup	0.070000	0	0	NA:untraced_resource_run	NA:untraced_resource_run	0	0	0	NA:untraced_resource_run	NA:untraced_resource_run	NA:untraced_resource_run	0	0	bounded-stat-poll-0.1s
candidate	cpu0	graphs	3	steady	8.010000	3	1	NA:untraced_resource_run	NA:untraced_resource_run	11044	0	0	NA:untraced_resource_run	NA:untraced_resource_run	NA:untraced_resource_run	8	61932	bounded-stat-poll-0.1s
candidate	cpu0	processes	1	startup	0.140000	0	0	NA:untraced_resource_run	NA:untraced_resource_run	9740	2	1	NA:untraced_resource_run	NA:untraced_resource_run	NA:untraced_resource_run	1	8769	bounded-stat-poll-0.1s
candidate	cpu0	processes	1	setup	0.080000	0	1	NA:untraced_resource_run	NA:untraced_resource_run	9740	0	0	NA:untraced_resource_run	NA:untraced_resource_run	NA:untraced_resource_run	2	8772	bounded-stat-poll-0.1s
candidate	cpu0	processes	1	steady	8.020000	1	5	NA:untraced_resource_run	NA:untraced_resource_run	10764	0	0	NA:untraced_resource_run	NA:untraced_resource_run	NA:untraced_resource_run	8	50012	bounded-stat-poll-0.1s
candidate	cpu0	processes	2	startup	0.130000	0	0	NA:untraced_resource_run	NA:untraced_resource_run	9668	2	1	NA:untraced_resource_run	NA:untraced_resource_run	NA:untraced_resource_run	1	8769	bounded-stat-poll-0.1s
candidate	cpu0	processes	2	setup	0.070000	0	1	NA:untraced_resource_run	NA:untraced_resource_run	9668	0	0	NA:untraced_resource_run	NA:untraced_resource_run	NA:untraced_resource_run	2	8772	bounded-stat-poll-0.1s
candidate	cpu0	processes	2	steady	8.030000	1	5	NA:untraced_resource_run	NA:untraced_resource_run	10692	0	0	NA:untraced_resource_run	NA:untraced_resource_run	NA:untraced_resource_run	6	40336	bounded-stat-poll-0.1s
candidate	cpu0	processes	3	startup	0.140000	0	0	NA:untraced_resource_run	NA:untraced_resource_run	9728	2	1	NA:untraced_resource_run	NA:untraced_resource_run	NA:untraced_resource_run	1	8769	bounded-stat-poll-0.1s
candidate	cpu0	processes	3	setup	0.080000	0	1	NA:untraced_resource_run	NA:untraced_resource_run	9728	0	0	NA:untraced_resource_run	NA:untraced_resource_run	NA:untraced_resource_run	2	8772	bounded-stat-poll-0.1s
candidate	cpu0	processes	3	steady	8.020000	1	5	NA:untraced_resource_run	NA:untraced_resource_run	11008	0	0	NA:untraced_resource_run	NA:untraced_resource_run	NA:untraced_resource_run	10	59687	bounded-stat-poll-0.1s
